rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1512264239795950790,,1,,1512264239,795190095,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264239796010009,,2,,1512264239,795568943,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264239896677769,,3,,1512264239,895940065,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264239996315269,,4,,1512264239,995800018,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240096606102,,5,,1512264240,95834016,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240196728915,,6,,1512264240,195801019,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240296485946,,7,,1512264240,295779943,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240396324644,,8,,1512264240,395766973,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240496639331,,9,,1512264240,495834112,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240596607925,,10,,1512264240,595798015,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240696826623,,11,,1512264240,695892095,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240796514800,,12,,1512264240,795803070,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240896435946,,13,,1512264240,895858049,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264240996559071,,14,,1512264240,995860099,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264241096613289,,15,,1512264241,95814943,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264241196561258,,16,,1512264241,195945024,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264241297128706,,17,,1512264241,295941114,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241396511935,,18,,1512264241,395956039,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241496297820,,19,,1512264241,495707035,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241596389487,,20,,1512264241,595863103,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241696414435,,21,,1512264241,695785999,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241796715477,,22,,1512264241,795861959,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241896749643,,23,,1512264241,895978927,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264241996377352,,24,,1512264241,995793104,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264242096231987,,25,,1512264242,95789909,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264242196306987,,26,,1512264242,195801973,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264242296783133,,27,,1512264242,295820951,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242397032247,,28,,1512264242,395793914,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242496517612,,29,,1512264242,495860099,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242596221466,,30,,1512264242,595712900,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242696506101,,31,,1512264242,695795059,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242797014122,,32,,1512264242,795797109,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242896398966,,33,,1512264242,895802021,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264242996523028,,34,,1512264242,995814085,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264243097182299,,35,,1512264243,95940113,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264243196363341,,36,,1512264243,195802927,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264243296731466,,37,,1512264243,295939922,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264282750935096,,1,,1512264282,750130891,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264282751064419,,2,,1512264282,750513076,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264282851250773,,3,,1512264282,850740909,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264282951135253,,4,,1512264282,950756072,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283051253898,,5,,1512264283,50750017,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283151212492,,6,,1512264283,150739908,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283251244992,,7,,1512264283,250737905,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283351192804,,8,,1512264283,350747108,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283451265669,,9,,1512264283,450736045,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283551416919,,10,,1512264283,550736904,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283651420044,,11,,1512264283,650746107,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283751529731,,12,,1512264283,750746011,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283851390669,,13,,1512264283,850738048,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264283951412804,,14,,1512264283,950751066,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264284051612856,,15,,1512264284,50751924,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264284152118533,,16,,1512264284,151316881,cmd,,,1.0,0.0,0.0,,0.0,0.0,0.0
1512264284251782492,,17,,1512264284,250822067,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284351369575,,18,,1512264284,350763082,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284451765304,,19,,1512264284,450759887,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284551317075,,20,,1512264284,550746917,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284651298689,,21,,1512264284,650752067,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284752156554,,22,,1512264284,750754117,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284851293741,,23,,1512264284,850748062,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264284951355773,,24,,1512264284,950740098,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264285051252491,,25,,1512264285,50750970,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264285151245043,,26,,1512264285,150736093,cmd,,,1.5,0.0,0.0,,0.0,0.0,0.0
1512264285251552648,,27,,1512264285,250735044,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285351664731,,28,,1512264285,350737094,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285451295877,,29,,1512264285,450737953,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285551274106,,30,,1512264285,550745964,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285651254731,,31,,1512264285,650755882,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285751278637,,32,,1512264285,750736951,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285851292179,,33,,1512264285,850785970,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264285951468533,,34,,1512264285,950921058,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264286051317647,,35,,1512264286,50820112,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264286151293272,,36,,1512264286,150738000,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264286251591085,,37,,1512264286,250751018,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264540167826613,,1,,1512264540,167135953,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264540168017550,,2,,1512264540,167538881,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540268338227,,3,,1512264540,267808914,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540368468019,,4,,1512264540,367938041,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540468437706,,5,,1512264540,467792034,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540568377863,,6,,1512264540,567807912,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540668298175,,7,,1512264540,667803049,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540768503644,,8,,1512264540,767934083,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540868636144,,9,,1512264540,867945909,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264540968289529,,10,,1512264540,967794895,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541068252758,,11,,1512264541,67794084,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541168499060,,12,,1512264541,167793989,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541268514269,,13,,1512264541,267802953,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541368489737,,14,,1512264541,367933034,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541468482446,,15,,1512264541,467983961,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541568301716,,16,,1512264541,567791938,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541668421925,,17,,1512264541,667936086,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541768332289,,18,,1512264541,767982006,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541868670258,,19,,1512264541,867933034,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264541968381352,,20,,1512264541,967792987,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264542068363383,,21,,1512264542,67945957,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264542168301820,,22,,1512264542,167808055,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542268371195,,23,,1512264542,267801046,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542368458435,,24,,1512264542,367933988,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542468417914,,25,,1512264542,467931032,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542568485622,,26,,1512264542,567977905,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542668403539,,27,,1512264542,667928934,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542768412810,,28,,1512264542,767791986,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542868499528,,29,,1512264542,867949008,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264542968469841,,30,,1512264542,967786073,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543068711716,,31,,1512264543,67799091,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543168174060,,32,,1512264543,167798995,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543268321507,,33,,1512264543,267807960,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543368383278,,34,,1512264543,367804050,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543468342341,,35,,1512264543,467794895,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543568431195,,36,,1512264543,567939996,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543668442914,,37,,1512264543,667938947,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543768337809,,38,,1512264543,767786979,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543868395830,,39,,1512264543,867947101,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264543968372184,,40,,1512264543,967926025,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264544068327705,,41,,1512264544,67790985,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264544168204528,,42,,1512264544,167812108,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544268224476,,43,,1512264544,267797946,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544368352913,,44,,1512264544,367799043,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544468320882,,45,,1512264544,467796087,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544568156246,,46,,1512264544,567795991,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544668359788,,47,,1512264544,667813062,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544768704424,,48,,1512264544,767798900,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544868248694,,49,,1512264544,867804050,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264544968650830,,50,,1512264544,967797040,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264545068290257,,51,,1512264545,67814111,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264545169857757,,52,,1512264545,167788028,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264573427285090,,1,,1512264573,426088094,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264573427305610,,2,,1512264573,426404953,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264573527357590,,3,,1512264573,526674985,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264573627531808,,4,,1512264573,626723051,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264573727130767,,5,,1512264573,726692914,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264573827115350,,6,,1512264573,826669931,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264573927454673,,7,,1512264573,926767110,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574027758631,,8,,1512264574,26674985,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574127398214,,9,,1512264574,126672983,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574227498891,,10,,1512264574,226696968,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574327391496,,11,,1512264574,326690912,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574427369933,,12,,1512264574,426670074,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574527249048,,13,,1512264574,526786088,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574627143423,,14,,1512264574,626686096,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574727454204,,15,,1512264574,726772069,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574827535610,,16,,1512264574,826710939,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264574927065193,,17,,1512264574,926681995,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264575027543214,,18,,1512264575,26667118,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264575127373891,,19,,1512264575,126655101,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264575227456079,,20,,1512264575,226672887,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264575327178631,,21,,1512264575,326710939,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264575427202068,,22,,1512264575,426673889,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264575527663839,,23,,1512264575,526818037,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264575627669047,,24,,1512264575,626810073,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264575727461755,,25,,1512264575,726674079,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264575827598630,,26,,1512264575,826720952,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264575927446391,,27,,1512264575,926640987,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576027443005,,28,,1512264576,26702880,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576127514359,,29,,1512264576,126669883,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576227645193,,30,,1512264576,226816892,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576327514932,,31,,1512264576,326699018,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576427451651,,32,,1512264576,426662921,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576527496703,,33,,1512264576,526688098,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576627545193,,34,,1512264576,626696109,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576727483370,,35,,1512264576,726706027,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576827422588,,36,,1512264576,826693058,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264576927482380,,37,,1512264576,926744937,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264577027535245,,38,,1512264577,26678085,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264577127197849,,39,,1512264577,126744985,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264577227363890,,40,,1512264577,226674079,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264577327164828,,41,,1512264577,326666116,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264577427478526,,42,,1512264577,426719903,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264577527158265,,43,,1512264577,526680946,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264577627528734,,44,,1512264577,626763105,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264577727122223,,45,,1512264577,726655006,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264577827391234,,46,,1512264577,826702117,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264577927406911,,47,,1512264577,926651954,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264578027485348,,48,,1512264578,26689052,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264578127417484,,49,,1512264578,126682996,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264578227193890,,50,,1512264578,226722002,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264578327530036,,51,,1512264578,326670885,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264578427525244,,52,,1512264578,426682949,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264630271504964,,1,,1512264630,270565032,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264630271699339,,2,,1512264630,270937919,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630371668974,,3,,1512264630,371205091,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630471775016,,4,,1512264630,471261024,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630571628349,,5,,1512264630,571213006,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630671706995,,6,,1512264630,671212911,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630771722151,,7,,1512264630,771198034,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630872069859,,8,,1512264630,871201038,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264630971743661,,9,,1512264630,971203088,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631071714547,,10,,1512264631,71223020,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631171886526,,11,,1512264631,171324968,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631272149130,,12,,1512264631,271290063,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631371939651,,13,,1512264631,371220111,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631472036838,,14,,1512264631,471205949,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631571944911,,15,,1512264631,571247100,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631672044182,,16,,1512264631,671220064,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631771697619,,17,,1512264631,771209955,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631872138661,,18,,1512264631,871359109,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264631971676421,,19,,1512264631,971188068,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264632072099911,,20,,1512264632,71372032,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264632172095796,,21,,1512264632,171199083,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264632271999598,,22,,1512264632,271219968,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632371976630,,23,,1512264632,371221065,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632472003296,,24,,1512264632,471246957,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632571676265,,25,,1512264632,571204900,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632671764494,,26,,1512264632,671345949,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632771710380,,27,,1512264632,771198034,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632871801786,,28,,1512264632,871356010,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264632972105327,,29,,1512264632,971208095,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633071769806,,30,,1512264633,71372985,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633171741786,,31,,1512264633,171207904,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633271872515,,32,,1512264633,271410942,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633372302619,,33,,1512264633,371233940,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633475843921,,34,,1512264633,471206903,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633572173400,,35,,1512264633,571393013,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633672008817,,36,,1512264633,671190023,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633771908140,,37,,1512264633,771207094,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633872121785,,38,,1512264633,871392011,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264633972183192,,39,,1512264633,971314907,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264634072195692,,40,,1512264634,71228981,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264634172083035,,41,,1512264634,171220064,cmd,,,2.0,0.0,0.0,,0.0,0.0,0.0
1512264634271754441,,42,,1512264634,271214962,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634371893400,,43,,1512264634,371201038,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634472084754,,44,,1512264634,471203088,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634571615639,,45,,1512264634,571197986,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634671714702,,46,,1512264634,671212911,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634772184650,,47,,1512264634,771398067,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634871797670,,48,,1512264634,871247053,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264634971637827,,49,,1512264634,971250057,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264635072188920,,50,,1512264635,71398973,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264635171906733,,51,,1512264635,171184062,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264635272276368,,52,,1512264635,271370887,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264663562588337,,1,,1512264663,561885118,cmd,,,0.0,0.0,0.0,,0.0,0.0,0.0
1512264663563075889,,2,,1512264663,562261104,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
1512264663663062711,,3,,1512264663,662529945,cmd,,,0.7,0.0,0.0,,0.0,0.0,0.0
